example,category,category_num
"laughing, snarling face at the end of the scene, a monster filling the whole screen for our undivided attention. But the scene that transpired just prior to this portrait also demonstrates the viewer's unwitting role in Glen's actions, providing a kind of objective encouragement and thus becoming a silent partner in the domestic violence occurring onscreen, for this home video footage is not just a cleanly filmed, objective shot. True to its amateur status, the footage is shaky in its close-ups that highlight Glen's drinking and his hitting Wade, followed by a direct view of Wade's collapse to the floor. This footage speaks to a novice operator who is actively filming the event, creating an intersection between the censure of Glen's actions and a privileged outside perspective that is indeed fueling these actions. This intersection creates a platform from which to view Glen's (and later, Wade's) violent actions: if it is our privilege and participation in modern America that in part creates such actions, then the censure aimed at these men can in turn be directed",№7 ЛСВ 3.4 ракурс,7
"All she had had was a split-second glimpse of a profile as the car had swept past, followed by a fast retreating view of the back of the man's head as he had accelerated away, and what kind of a basis was that for identification?",№7 ЛСВ 3.4 ракурс,7
In the foreground she had drawn the back view of a lollipop-shaped human form facing the back of another lollipop in,№7 ЛСВ 3.4 ракурс,7
Steps are too hard to draw a front view of.,№7 ЛСВ 3.4 ракурс,7
"They plotted the data on paper graphs and then in Excel spreadsheets, drew a map view and a cross-sectional view of a hurricane, and wrote a page",№7 ЛСВ 3.4 ракурс,7
That doesn't help us draw three quarters views or looking up or looking down animal.,№7 ЛСВ 3.4 ракурс,7
Iva Lou rises up off the seat about three inches to catch the rear view of Jack Mac as he goes.,№7 ЛСВ 3.4 ракурс,7
"Here's how it works: Input your address, and EnergySage will use aerial views of your home's roof to gauge your solar potential and system cost",№7 ЛСВ 3.4 ракурс,7
"graphics operations of zoom, pan, rotate, and translate, the operator can use predefined views of the image such as Back, Front, Top, Bottom,",№7 ЛСВ 3.4 ракурс,7
"Vanessa turns Barry around with her two fingers, revealing the view of Central Park, which is also all brown.",№7 ЛСВ 3.4 ракурс,7
"The rug rolls away to reveal an aerial view of the city of Los Angeles at twilight, moving below us at great speed. The",№7 ЛСВ 3.4 ракурс,7
"She ground her left hipbone against the hard juncture between his legs, turning erotically and presenting him with a view of her back.",№7 ЛСВ 3.4 ракурс,7
"I moved backwards and by standing on the low wall that bordered the towering yew hedge, I gained a level view of the kitchen.",№7 ЛСВ 3.4 ракурс,7
"that company, and the third was not so snug: it had been specially built with a cutaway side view for the camera.",№7 ЛСВ 3.4 ракурс,7
These two artist's renderings depict exterior and interior views of the proposed Mars base.,№7 ЛСВ 3.4 ракурс,7
She stared at his back view in exasperation.,№7 ЛСВ 3.4 ракурс,7
"Gentlemen, would you prefer a front or rear view?",№7 ЛСВ 3.4 ракурс,7
"on its otherwise camouflaged skin, appears a pair of huge staring eye-spots that make its rear view look remarkably like the face of a predatory bird.",№7 ЛСВ 3.4 ракурс,7
"In the middle of the receiver, tabot had created an aerial view of remington's ilion factory from the perspective of a magnificent Canada",№7 ЛСВ 3.4 ракурс,7
"Richly furnished in blond wood, modern art on a couple of the walls, thick, pale blue carpeting, matching blue drapes drawn back over picture windows that provided an off-angle view of the bay, the Bay Bridge and Treasure Island, the East Bay hills.",№7 ЛСВ 3.4 ракурс,7
"I'd like a back view – 'He turned, and I shot him between the shoulders.",№7 ЛСВ 3.4 ракурс,7
He liked the front view as much as the back.,№7 ЛСВ 3.4 ракурс,7
"The screen showed a helicopter view of the Monterey Aquarium, and I could see a whole bunch of police cars parked in the lot.",№7 ЛСВ 3.4 ракурс,7
"One or two of them, taken through the windows of Harriet Shakespeare's house, showed a blurred back view of a fair-haired boy.",№7 ЛСВ 3.4 ракурс,7
"A canopy of enormous palm, sycamore and eucalyptus trees obscures aerial views.",№7 ЛСВ 3.4 ракурс,7
"A lot of them are read quite quickly as aerial views, which they really are not. ",№7 ЛСВ 3.4 ракурс,7
"Dave glances at the hidden camera, scooches his chair so we've got a full frontal view of him.",№7 ЛСВ 3.4 ракурс,7
"Slowly, Pearl turns and looks into the mirror and she gets a full-length view of herself: a woman in ruined tatters of her old, rotted dress.",№7 ЛСВ 3.4 ракурс,7
I only got a peripheral view of the blood and brains slashing against the neutral gray of the computer terminal.,№7 ЛСВ 3.4 ракурс,7
"It's very rare to get only a side view, particularly the right side.",№7 ЛСВ 3.4 ракурс,7
The forensic photographer asks me to step aside so they can get the wide-angle view.,№7 ЛСВ 3.4 ракурс,7
"this face and think, Girl. No question. Geneva had a point, because the face looked to be done over with really subtle makeup-until it got within about six feet of you. Then you realize, That's not makeup. It's just really peachy skin, overly thick eyelashes, natural pipeline lips. The dark hair was to Lani Garver's shoulders-with the top layers kind of bobbed under and going behind the ears. Guys don't plan their hair. Girl, I thought. Lani passed by us, and I looked at the back view. Most girls had hips. Guy? I tried to look at this person as a butch girl, which would have worked, except for the big shoulder bones. I decided it looked slightly more like a gay guy. I waited as this Lani Garver turned left at the front and gave us a profile. Macy could always see into my head along with everybody else's. "" You're waiting to see if there are bumps in the front. Nope, no triangles. "" Her tone",№7 ЛСВ 3.4 ракурс,7
"It is seen only in rear view, shapes and shades, arollas and larches silently tumbling away: the perpetual disaster of receding time, éboulements, landslides, mountain roads where rocks arealways falling and men always working.",№7 ЛСВ 3.4 ракурс,7
"Lean back, so I can see the rear view, "" he shouted, like he was parallel parking.",№7 ЛСВ 3.4 ракурс,7
He saw now what O'Brien had meant about seeing the side view.,№7 ЛСВ 3.4 ракурс,7
You shall see the side view as well.,№7 ЛСВ 3.4 ракурс,7
"He had no means to operate the lift, and it moved through a number of higher and lower floors before finally opening to a level where he saw the surface view of outdoors.",№7 ЛСВ 3.4 ракурс,7
"The object can be sited within an imaginary transparent cube, offering six possible views on the axes of three dimensional space. ",№7 ЛСВ 3.4 ракурс,7
"Even though Adulf seemed at first not to notice his young relative and continued to address two stooge-courtiers, the prince nevertheless started on a subject carefully calculated to fascinate the new comer, to whom he offered a three-quarter view of himself: paunch-proud, hands thrust deep into the pockets of his wrinkled check trousers, he stood rocking slightly from heels to toes.",№7 ЛСВ 3.4 ракурс,7
"The further one descended the garden, the more glorious was this lateral view.",№7 ЛСВ 3.4 ракурс,7
